"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"infeccao";0,022;0,027;0,001;0;0,001
"incorporacao";0,815;0,348;0,005;0;0,001
"impedimento";0,72;0,268;0,129;0,026;0
"habil";0,173;0,793;0;0,053;0,117
"futuro";0,128;0;0,152;0,493;0,015
"fungibilidade";0,02;0,025;0;0,02;0,06
"fundamentacao";0,386;0,206;0,342;0,135;0
"fundacao";0;0,268;0,053;0,404;0,937
"explicar";0,192;0,68;0,034;0,65;0,003
"encerrar";0,018;0,023;0,008;0,541;0,119
"detrimento";0,037;0;0,105;0,609;0,628
"continuidade";0,015;0,623;0,498;0,139;0,003
"civel";0,033;0,015;0,01;0,011;0
"cercar";0,586;0,021;0,001;0;0,015
"automatico";0;0,07;0,001;0,004;0
"acolhimento";0,208;0,348;0,72;0,172;0,067
"vacinal";0,02;0,025;0,004;0;0,001
"terminar";0,069;0,524;0,001;0,648;0,067
"servicos_publicos";0;0,002;0,005;0,078;0,011
"respeitado";0,712;0;0,003;0,111;0,019
"proporcional";0,48;0,225;0,094;0,02;0
"processar";0,42;0,084;0,961;0,006;0
"prerrogativa";0,03;0,004;0,008;0,009;0
"marcelo";0,195;0,21;0,264;0,454;0
"junior";0,526;0,926;0,03;0,025;0
"inferior";0,106;0,206;0,582;0,013;0,05
"incerteza";0,19;0,084;0,242;0;0,001
"imunizante";0,018;0,076;0,003;0;0
"impessoalidade";0,084;0;0,316;0,007;0,368
"iminente";0,762;0;0,004;0,932;0,002
"ilegalidade";0,033;0,707;0,023;0,116;0,256
"fixo";0,84;0,394;0,001;0,326;0,002
"finalizar";0,502;0,084;0,08;0,531;0,685
"expectativa";0,173;0,793;0,001;0,135;0,239
"educacional";0,251;0,975;0,002;0;0,001
"corpo";0,001;0;0,005;0,196;0,003
"consumo";0,001;0,036;0,002;0;0,001
"confronto";0,018;0,45;0;0,018;0
"basear";0,532;0,076;0,031;0;0,019
"autarquia";0;0,793;0,003;0,018;0,05
"aula";0,114;0,133;0,002;0;0,001
"arquivar";0,022;0,092;0,001;0,006;0
"aliar";0,19;0,486;0,013;0;0,277
"adverso";0,022;0,246;0,001;0;0,001
"aditivo";0;0,101;0,001;0,007;0,011
"acreditar";0,371;0,153;0,849;0,717;0,366
"usuario";0,48;0,004;0,001;0;0,001
"soja";0,084;0,03;0,001;0;0,033
"sobrevir";0,332;0,033;0,002;0,03;0
"sindical";0,629;0,707;0,706;0,011;0,001
"semeadura";0,871;0,101;0,001;0;0,011
"secretariar";0;0,586;0,095;0,972;0,395
"salario";0;0,178;0,609;0,016;0,242
"quantidade";0,192;0,027;0,001;0;0,001
"procuradoria";0,002;0,028;0,151;0,008;0,701
"probatorio";0,228;0,623;0,155;0,007;0,118
"prescrito";0,208;0,027;0;0,65;0,001
"pontuar";0,032;0,657;0,698;0,497;0,261
"operar";0,134;0,292;0,151;0,448;0,089
"moreira";0,278;0,294;0,5;0,195;0,001
"monitoramento";0,948;0,003;0,01;0;0,001
"lewandowski";0,278;0;0,123;0,195;0,94
"jovem";0,025;0,268;0,001;0;0,001
"intimacao";0,929;0,292;0,002;0,261;0,003
"insuficiente";0,226;0,737;0,721;0,326;0,49
"instalacao";0;0,027;0,001;0,172;0,003
"inepto";0,022;0,027;0;0,006;0,072
"incumbir";0,331;0,38;0,105;0;0,025
"gracie";0,412;0,428;0,243;0,327;0,001
"ferir";0,069;0,059;0,961;0,088;0,138
"favor";0,275;0,226;0,002;0;0,485
"estrutural";0;0,305;0,498;0,404;0,003
"estrategia";0,762;0,084;0,001;0;0,06
"equipa";0,629;0,19;0,002;0;0,006
"epidemia";0,228;0,305;0,001;0;0,001
"ellen";0,412;0,428;0,243;0,327;0,001
"decisorio";0,929;0,292;0,484;0,448;0,385
"correcao";0;0,38;0,787;0,313;0,071
"conveniencia";0,429;0;0,015;0,172;0,851
"construcao";0,003;0;0,018;0,928;0,003
"concretizacao";0,48;0;0,204;0,06;0,007
"colegiado";0,68;0,38;0,038;0,313;0
"branco";0,78;0,007;0,325;0,288;0,066
"anm";0;0,036;0,026;0,009;0,017
"analogo";0,84;0,486;0,648;0,02;0,004
"aije";0,04;0,047;0,004;0,014;0
"abrigar";0,228;0,03;0;0,928;0,001
"abrangente";0,19;0,225;0;0,153;0,277
"1o";0,929;0,033;0;0,008;0,102
"verde";0,314;0,493;0,005;0,068;0
"triplice";0,033;0,039;0,002;0,011;0
"tradicional";0,068;0,002;0,241;0,609;0,025
"tentativa";0,251;0,264;0,313;0,219;0,034
"restrito";0,022;0,144;0,236;0,172;0,002
"repercussao";0,581;0,319;0,091;0,497;0,881
"rediscutir";0,022;0,027;0;0,006;0,554
"parcela";0;0,967;0,018;0,31;0,19
"ministerio_publico_federal";0;0,226;0,026;0,009;0,565
"lavra";0;0,111;0,007;0,008;0,089
"inteligencia";0,749;0;0,004;0,016;0,037
"inovacao";0,042;0,566;0,022;0,855;0,973
"indicio";0;0;0,004;0,151;0,009
"inafastavel";0,077;0,092;0;0,006;0,003
"inafastabilidade";0,077;0,246;0,034;0,006;0,008
"fraude";0,68;0,147;0,003;0,012;0
"exaustivo";0,139;0,816;0;0,014;0,086
"epoca";0,17;0,725;0,046;0,109;0,412
"dito";0,069;0,911;0,956;0,999;0,162
"disponibilizacao";0;0,268;0,001;0,016;0,001
"digital";0,228;0,566;0,053;0;0,085
"detalhado";0,228;0,101;0,001;0;0,001
"desvio";0,045;0;0,004;0,739;0,476
"criminoso";0,027;0;0,002;0,03;0,014
"contratar";0;0,033;0,007;0,003;0,001
"condenatorio";0,084;0,101;0,001;0,007;0
"cartao";0,948;0,039;0,002;0;0,001
"atestar";0,78;0,027;0,005;0;0,162
"anulacao";0,208;0,092;0,015;0,006;0
"aluguel";0;0,112;0,972;0,05;0,836
"ajuste";0;0,319;0,008;0,842;0,005
"afetar";0,66;0,264;0,878;0,219;0,973
"adpfs";0,03;0,319;0,091;0,497;0,154
"surgir";0,084;0,268;0,002;0,078;0,458
"sofrer";0,929;0,264;0,785;0,261;0,04
"rodrigues";0,232;0,262;0,009;0,29;0
"ro";0,03;0,036;0,026;0,009;0
"respeitar";0,599;0;0,008;0,449;0,017
"reputar";0,093;0,111;0,047;0,774;0,385
"reproduzir";0,494;0,268;0,053;0,026;0
"qualificado";0,027;0;0,016;0,448;0,001
"pugnar";0,494;0,101;0,001;0,026;0
"preco";0;0,789;0,003;0,132;0,002
"pgr";0,228;0,566;0,498;0,007;0
"pequeno";0,007;0,036;0,074;0;0,049
"ofender";0,494;0;0,018;0,026;0,118
"of";0,074;0,78;0,534;0,002;0,031
"notorio";0,72;0,268;0,005;0,004;0,458
"normatividade";0,03;0,036;0;0,009;0,049
"nacao";0,03;0;0,002;0;0,005
"marcacao";0;0,084;0,011;0,177;0,008
"interrupcao";0,302;0,015;0,002;0;0,059
"intencao";0;0,657;0,008;0,449;0,005
"instalar";0,04;0,414;0,014;0;0,086
"inseguranca";0,03;0,121;0;0,497;0,261
"guardar";0,871;0,305;0,007;0,078;0,085
"gravidade";0,084;0,036;0,005;0;0,368
"fila";0,929;0,292;0,063;0;0,004
"exaurido";0,125;0,138;0,006;0,067;0,191
"eugenio_jose_guilherme_de_aragao";0,246;0,262;0,099;0,686;0,002
"envio";0,275;0,121;0,091;0;0,005
"entregar";0,257;0;0,011;0,012;0,008
"dirimir";0,871;0,03;0;0,007;0,001
"desbordar";0,025;0,03;0;0,007;0,001
"derivar";0,251;0,61;0,005;0,219;0,701
"cota";0,275;0,121;0,002;0,034;0
"concorrencia";0;0,967;0,005;0,026;0,085
"claudia";0,195;0,21;0,065;0,121;0
"arguicoes_de_descumprimento_de_preceito_fundamental";0,209;0,069;0,03;0,604;0
"aldeia";0,205;0,043;0;0,012;0,007
"afim";0;0,876;0,004;0,016;0,037
"aditamento";0,005;0,707;0,002;0,039;0,004
"aberto";0,989;0,657;0,008;0,028;0,318
"xxxv";0,04;0,349;0,536;0,014;0
"venia";0,302;0,133;0,706;0,011;0
"solido";0;0,033;0,022;0,03;0,102
"seara";0,114;0;0,01;0,011;0,02
"restritivo";0,275;0,51;0,008;0,086;0,154
"relogio";0,102;0,375;0,192;0,021;0,17
"razoabilidade";0,302;0;0,01;0,551;0,059
"provisorio";0,68;0,789;0,241;0,132;0,009
"po";0,093;0,033;0;0,855;0,102
"planta";0,17;0,161;0,004;0;0,002
"pesar";0,929;0,292;0,047;0,039;0,004
"operador";0,01;0,111;0,002;0;0,004
"operacional";0;0,033;0,007;0;0,014
"notificar";0,032;0,084;0,044;0,002;0,259
"notificacao";0,989;0,004;0,008;0,028;0,122
"non";0,315;0,009;0,654;0,868;0,133
"multa";0;0,853;0,088;0,116;0,145
"maranhao";0,032;0,696;0,011;0,33;0,05
"lopes";0,7;0,826;0,197;0,043;0,004
"legislatura";0,275;0,121;0,002;0,009;0
"kit";0,278;0,294;0,123;0;0,439
"isentar";0,68;0,195;0,005;0;0,003
"ineficaz";0,48;0,215;0;0,223;0,055
"igual";0,175;0,139;0,283;0,555;0,525
"frisar";0,042;0,566;0,785;0,448;0,102
"feminino";0,48;0;0,006;0,079;0,15
"exordial";0,68;0,789;0,241;0,63;0,403
"exclusao";0,989;0,121;0,074;0,028;0,318
"etc";0,66;0,975;0,007;0,001;0,423
"encerramento";0,042;0,033;0,151;0,03;0,001
"dotar";0,989;0,914;0;0,102;0,001
"dotacao";0;0;0,003;0,045;0,002
"documentacao";0;0,047;0,004;0,671;0,086
"distrital";0,331;0,047;0,038;0,001;0,071
"distanciamento";0,027;0,033;0,002;0;0,001
"digno";0,581;0;0,177;0,247;0,122
"despeito";0,66;0,006;0,063;0,089;0,385
"descumprir";0,027;0,006;0,151;0,011;0,223
"del";0;0,725;0,046;0,052;0,009
"correa";0,278;0,294;0,846;0,734;0,076
"contribuir";0,002;0,975;0,022;0,003;0,004
"conceito";0,302;0;0,948;0,011;0,145
"compatibilidade";0,03;0,319;0,091;0,009;0,002
"coadunar";0,033;0,133;0;0,011;0,059
"calamidade";0,68;0;0,003;0,988;0,002
"cair";0,88;0,928;0,402;0,194;0,883
"abertura";0,48;0,047;0,012;0,609;0,403
"sucessivo";0,114;0,707;0,01;0,011;0
"sublinhar";0,109;0,319;0,074;0,086;0,784
"sousa";0,278;0,024;0,5;0,537;0,439
"sindroma";0,246;0,262;0,099;0;0,083
"significativo";0,126;0,043;0,003;0;0,071
"saida";0,105;0,285;0,053;0,036;0,038
"ricardo";0,395;0;0,096;0,058;0,27
"reabertura";0,114;0,039;0,002;0;0,059
"postura";0,037;0,011;0,471;0,14;0,355
"politica_publica";0,581;0,914;0,177;0;0,049
"patente";0,103;0,319;0,026;0,247;0
"onus";0,629;0,039;0,006;0,278;0,786
"norte";0,037;0,76;0,003;0;0,007
"mendes";0,007;0,169;0,05;0,09;0,14
"mato_grosso";0,232;0,262;0,009;0;0,216
"logicar";0,989;0,657;0,177;0,449;0,318
"lide";0,03;0,036;0;0,009;0,017
"lembrar";0,629;0,19;0,207;0,005;0,059
"insurgir";0,139;0,161;0,093;0,014;0,006
"inelegivel";0,103;0,036;0,008;0,009;0
"futebol";0,04;0,047;0,004;0;0,002
"frente";0,539;0,133;0,01;0;0,305
"formalizar";0,599;0,121;0,074;0,034;0
"esforco";0,599;0,51;0,002;0;0,005
"emergente";0,033;0,707;0;0,039;0,001
"direcionar";0,302;0,19;0,032;0,02;0,872
"consolidar";0,948;0,133;0,163;0,386;0,305
"conjur";0,114;0,133;0,002;0;0,006
"comunicar";0,749;0,001;0,004;0,223;0,242
"comprobatorio";0,581;0,036;0;0,034;0,001
"comissivo";0,114;0,455;0;0,116;0,145
"breve";0,749;0,052;0,017;0,854;0,001
"assistir";0,06;0,465;0,869;0,284;0,896
"apropriado";0,331;0,38;0,527;0;0,002
"aluno";0,045;0,178;0,004;0;0,003
"aguar";0,002;0,586;0,03;0,972;0,896
"acompanhamento";0,539;0,061;0,01;0,176;0,553
"vicio";0,114;0,707;0,412;0,278;0,001
"vedado";0,068;0;0,003;0,012;0,965
"tutelar";0,126;0,38;0;0,045;0,355
"seriar";0,68;0,011;0,012;0,014;0,172
"refinanciamento";0;0,039;0,002;0,011;0,006
"recusar";0,06;0,171;0,402;0,284;0,18
"prestador";0;0,586;0,505;0,972;0,02
"preocupacao";0,302;0,061;0,088;0,001;0,059
"preferencia";0,139;0,725;0,014;0;0,009
"pi";0,856;0,057;0,938;0,019;0
"pensamento";0,037;0;0,012;0,012;0,071
"patrimonial";0,17;0;0,02;0,771;0,003
"padrao";0;0,3;0,004;0,083;0,003
"pacto";0,205;0;0,038;0,313;0,025
"outorgar";0,883;0,158;0,012;0,313;0,031
"objetivar";0,205;0,147;0,241;0,313;0,031
"multiplo";0,04;0,161;0,032;0,671;0,329
"modelo";0,948;0,707;0;0,116;0,02
"mercadoria";0,01;0,492;0,312;0,396;0,815
"massa";0,948;0,133;0,088;0;0,001
"iptu";0;0,348;0,412;0,011;0,001
"intermedio";0;0,38;0,003;0,014;0,071
"interferencia";0,028;0,003;0,066;0,771;0,013
"incorrer";0,302;0;0,088;0,116;0,482
"imbuhy";0,205;0,043;0;0,012;0,007
"igualitario";0,629;0,348;0,032;0;0,001
"higidez";0,033;0,853;0,706;0,913;0,045
"frequencia";0,126;0;0,003;0,003;0,002
"flagrante";0,033;0;0,002;0,011;0,059
"exarar";0,067;0,639;0,969;0,028;0
"esvaziar";0,126;0,789;0,001;0,012;0,965
"embasar";0,735;0,414;0,446;0,671;0,598
"efetivar";0,245;0,19;0,412;0,705;0,145
"doutrinar";0,033;0,039;0;0,011;0,145
"dominio";0,084;0;0,775;0,079;0,004
"dificil";0,037;0,38;0,001;0,049;0,007
"designar";0,245;0,348;0,002;0,913;0,004
"desatender";0,04;0,047;0;0,052;0,002
"costa";0,294;0,005;0,043;0,814;0,408
"contagiar";0,037;0,043;0,003;0;0,002
"constituinte";0,154;0;0,609;0,06;0,103
"consenso";0,049;0,195;0,066;0;0,003
"confundir";0,629;0;0,002;0,039;0,045
"conflitante";0,114;0,039;0;0,011;0,02
"compromisso";0,126;0,76;0,038;0;0,007
"andamento";0,205;0,147;0,012;0,63;0,031
"administrador";0,302;0;0,002;0,011;0,006
"abrir";0,629;0,455;0,088;0,386;0,482
"xvi";0,883;0,011;0,015;0,045;0,007
"vocacionar";0,037;0,043;0;0,045;0,025
"tre";0,04;0,047;0,046;0,014;0
"stj";0,17;0,195;0,577;0,019;0
"resp";0,054;0,063;0,775;0,021;0
"reservar";0,68;0,158;0,856;0,012;0,201
"regulacao";0;0,349;0,281;0,671;0,03
"rediscussao";0,037;0,043;0,279;0,012;0
"rcl";0,156;0,169;0,976;0,09;0
"piaui";0;0,084;0,044;0,033;0,05
"pensar";0,139;0,035;0,222;0,934;0,086
"nepotismo";0,139;0,047;0,004;0,014;0
"missao";0,223;0,027;0,885;0,389;0,042
"mineral";0;0,063;0,025;0,021;0,004
"medicinal";0,045;0,178;0,004;0;0,003
"marcar";0,139;0,047;0,014;0;0,154
"lv";0,693;0,74;0,065;0,121;0
"intuito";0,367;0,452;0,066;0,395;0,242
"instruir";0,17;0,414;0,014;0,151;0,001
"infantil";0,049;0,195;0,02;0;0,003
"industrial";0;0,178;0,017;0,001;0,003
"inconformismo";0,331;0,147;0,012;0,012;0
"imagem";0,398;0,001;0,017;0,083;0,242
"horario";0,001;0,084;0,011;0,012;0,259
"forte";0,225;0,005;0,079;0,184;0,836
"fortaleza";0,001;0,084;0,137;0,033;0,05
"fechamento";0,154;0,178;0,004;0;0,262
"fabricante";0,037;0,043;0,003;0;0,002
"excelso";0,04;0,349;0,536;0,052;0,001
"elegibilidade";0,749;0,178;0,004;0,016;0
"eduardo";0,17;0,493;0,02;0,003;0,203
"delinear";0,139;0,161;0;0,052;0,598
"condao";0,68;0,76;0,527;0,14;0,172
"compra";0,363;0,047;0,004;0;0,009
"composicao";0,793;0,178;0,004;0,083;0,013
"comerciar";0;0,112;0,02;0,013;0,014
"comercial";0;0,211;0,006;0,138;0,004
"celso";0,174;0,657;0,402;0,104;0,177
"assembleia";0,17;0,595;0,005;0,068;0
"antecipado";0,264;0,529;0,079;0,688;0,997
"antecipacao";0;0,147;0,012;0,313;0,201
"afetado";0,68;0,789;0,047;0,988;0,071
"afericao";0,749;0,052;0;0,172;0,037
"advocacia";0,067;0,403;0,969;0,028;0,005
"adquirir";0,793;0,66;0,017;0;0,003
"adin";0,091;0,102;0;0,16;0,15
"xxxvi";0,693;0,079;0,053;0,038;0,007
"vulnerabilidade";0,063;0,237;0,095;0;0,005
"violencia";0,48;0;0,006;0,497;0,016
"variar";0,363;0,035;0,046;0;0,009
"torno";0,139;0,414;0,002;0,052;0,598
"temporal";0,68;0,057;0,02;0,019;0
"telebras";0,294;0,595;0,175;0,09;0,016
"tanger";0,074;0,289;0,925;0,442;0,147
"suma";0,052;0,414;0,536;0,556;0,412
"sujeitar";0,991;0;0,242;0,284;0,005
"subsequente";0,735;0,161;0,281;0,052;0
"responsabilizacao";0,139;0;0,014;0,671;0,086
"republica_federativa_do_brasil";0,154;0;0,004;0,016;0,037
"representativo";0,049;0,057;0;0,178;0,013
"reparacao";0,735;0,161;0;0,052;0,412
"relato";0,054;0,215;0,025;0;0,152
"publicitar";0,154;0,452;0,004;0;0,011
"outorga";0,001;0,08;0,066;0,196;0,285
"justificacao";0,48;0,061;0,438;0,021;0,056
"justica_eleitoral";0,139;0,047;0,124;0,052;0
"inteiro";0,17;0,161;0,004;0;0,204
"identidade";0,437;0,003;0,066;0,019;0,027
"formalizacao";0,817;0,047;0,763;0,014;0,001
"formalidade";0,693;0,092;0;0,038;0,311
"expedicao";0,008;0,178;0,004;0,016;0
"europeu";0,17;0,195;0,005;0;0,013
"domiciliar";0,001;0,66;0,004;0,395;0,507
"destinacao";0;0,262;0,036;0,076;0,006
"cultura";0,009;0,001;0,036;0,941;0,006
"conmebol";0,17;0,057;0,005;0;0,013
"concretizar";0,257;0,084;0,028;0,442;0,54
"conciliacao";0;0,414;0,124;0,014;0,002
"coletividade";0,398;0;0,004;0,024;0,003
"coleta";0;0;0,004;0,151;0,002
"colapso";0,154;0,3;0,004;0;0,003
"caracterizacao";0,437;0,493;0,013;0,068;0,736
"caracteristica";0;0,026;0,004;0,395;0,003
"assistencial";0;0,195;0,02;0,812;0,003
"ar";0,045;0,052;0,055;0;0,003
"apurar";0,793;0,001;0,055;0,172;0,507
"aplicabilidade";0,045;0,052;0,055;0,016;0
"validar";0,86;0,003;0,336;0,851;0,1
"tocantins";0,074;0,084;0,011;0;0,05
"thiago";0,195;0,21;0,065;0,121;0
"sugerir";0,314;0,493;0,02;0,001;0,285
"substitutivo";0,693;0,092;0;0,038;0,123
"singular";0,06;0,069;0;0,025;0,02
"servico_publico";0;0,052;0,609;0,06;0,476
"recuperacao";0,342;0,759;0,013;0;0,009
"ratificar";0,125;0,392;0,029;0,631;0,002
"promulgacao";0,001;0,493;0,066;0,019;0,081
"pericia";0;0,66;0,004;0,016;0,103
"pedro";0,44;0,138;0,029;0,067;0
"passivar";0,793;0,876;0;0,06;0,037
"oitiva";0;0,939;0,005;0,196;0,421
"nomear";0;0,538;0,025;0,021;0,34
"motivacao";0,314;0,018;0,02;0,413;0,285
"mensal";0;0,057;0,378;0,196;0,003
"liquidacao";0;0,215;0,006;0,079;0,016
"libra";0,278;0,294;0,5;0,195;0,001
"investigativo";0,091;0;0,016;0,043;0,726
"ineficiencia";0,437;0,057;0;0,019;0,003
"evolucao";0,188;0,995;0,079;0;0,15
"endereco";0;0,696;0,011;0,012;0,008
"emissao";0;0,78;0,011;0,33;0,008
"duracao";0,793;0,026;0,055;0,06;0,041
"divergencia";0,398;0,66;0,147;0,483;0,262
"distincao";0,06;0,008;0,242;0,557;0,267
"disponibilidade";0;0,195;0,02;0,178;0,013
"desacreditacao";0,278;0,294;0,288;0,195;0,076
"delimitar";0,17;0,254;0,046;0,771;0,045
"decretacao";0,749;0,052;0,004;0,854;0
"debater";0,398;0,052;0,326;0,172;0
"cpf";0,003;0,188;0,053;0,003;0,042
"controlar";0,793;0,103;0,004;0;0,037
"consultoria";0,68;0,254;0,066;0,003;0,045
"conexao";0,749;0,452;0,055;0,172;0,001
"conducao";0,049;0,493;0,174;0,178;0,027
"cobrar";0;0,063;0,006;0,021;0,004
"cmn";0;0,178;0,004;0,06;0,037
"celeridade";0,154;0,005;0;0,06;0,003
"bienio";0,188;0,215;0,025;0,223;0
"atentar";0,856;0;0,174;0,196;0,285
"writ";0,049;0,057;0;0,019;0,003
"vulneravel";0,049;0,595;0,005;0;0,003
"votacao";0,217;0,045;0,007;0,09;0,109
"viver";0,856;0,003;0,005;0;0,003
"venezuela";0,246;0,003;0,099;0,194;0,347
"variante";0,054;0,995;0,006;0;0,016
"urgente";0,049;0,939;0,066;0;0,285
"ulterior";0,049;0,939;0,938;0,019;0
"transferir";0;0,002;0,079;0,497;0,004
"suscetivel";0,17;0,493;0;0,019;0,285
"sul";0,232;0,262;0,009;0;0,025
"separacao_de_poderes";0,188;0,061;0,236;0,079;0,997
"repetir";0,209;0,586;0,18;0,001;0,005
"regulamentador";0,921;0,995;0;0,079;0,016
"refletir";0,217;0,465;0,505;0,03;0,005
"reclamar";0,48;0,002;0,775;0,079;0,997
"realcar";0,001;0,939;0,02;0,771;0,549
"prosseguir";0,049;0,493;0,066;0,061;0,027
"passaporte";0,526;0,586;0,03;0;0,067
"orientar";0,049;0,939;0,688;0,003;0,549
"opiniao";0,054;0;0,025;0,688;0,016
"ocupacao";0,003;0,759;0,013;0,365;0,628
"nunes";0,44;0;0,117;0,067;0,621
"nitido";0,437;0,493;0,577;0,196;0,081
"mao";0,921;0,529;0,006;0;0,004
"latino";0,091;0,001;0,134;0,859;0,011
"isolamento";0,049;0,595;0,005;0;0,003
"internet";0,084;0,538;0,006;0;0,016
"interferir";0,541;0,045;0,03;0,284;0,395
"indefiro";0,049;0,195;0,174;0,068;0
"federalismo";0,101;0;0,02;0,952;0,014
"estimular";0,61;0,995;0,006;0;0,004
"especificacao";0,48;0,995;0,236;0,138;0,055
"down";0,412;0,428;0,243;0;0,22
"demarcacao";0;0,084;0,137;0,033;0,031
"comportar";0,437;0,595;0,938;0,444;0,421
"centro";0,013;0;0,007;0,972;0,005
"arrastamento";0,049;0,018;0,02;0,068;0
"apreensao";0,354;0;0,02;0,013;0,014
"anualidade";0,188;0,215;0,006;0,021;0
"antonio";0,174;0,027;0,583;0,104;0,177
"aliquota";0;0,188;0,053;0,104;0,042
"achar";0,06;0,069;0;0,025;0,067
"acervo";0,004;0,346;0,402;0,166;0,347
"xv";0,921;0;0,025;0,223;0,016
"velloso";0,873;0,331;0,153;0,23;0,002
"turno";0,046;0,403;0,58;0,29;0,463
"tortura";0,082;0;0,013;0,038;0,009
"terapia";0,06;0,237;0,007;0;0,005
"terapeutico";0,054;0,063;0,006;0;0,004
"seguida";0,175;0,403;0,009;0,522;0,787
"revista";0,054;0,061;0,775;0,138;0,336
"reafirmar";0,054;0,215;0,775;0,002;0,997
"prosperar";0,06;0,237;0,03;0,284;0
"pronunciar";0,48;0,529;0,006;0,021;0
"prevalecer";0,526;0,586;0,007;0,254;0
"pretexto";0,063;0,926;0,505;0,025;0,267
"pagar";0;0,289;0,011;0,442;0,008
"omnes";0,06;0,237;0,737;0,025;0
"oliveira";0,219;0,45;0,08;0,531;0,008
"ocasionar";0,264;0,995;0,205;0,688;0,997
"moeda";0;0,102;0,016;0,428;0,011
"modulacao";0,06;0,171;0,03;0,09;0
"metodologia";0;0,063;0,006;0;0,016
"internacao";0,06;0,069;0,007;0;0,005
"inspecao";0;0,696;0,011;0,033;0,031
"infectado";0,054;0,063;0,006;0;0,004
"inerente";0,936;0,854;0,011;0,622;0,025
"incentivar";0,541;0,045;0,007;0,001;0,02
"hc";0,315;0,331;0,02;0,23;0,74
"funcionar";0,61;0;0,205;0,497;0,15
"feicao";0,054;0,529;0;0,079;0,004
"exmo";0,175;0,076;0,009;0,104;0
"excesso";0,577;0,136;0,969;0,028;0,202
"escassez";0,054;0,063;0,006;0;0,004
"erguer";0,06;0,237;0,737;0,025;0
"equilibrado";0,217;0;0,03;0,09;0,067
"emergir";0,054;0,063;0;0,497;0,016
"desistencia";0;0,696;0,044;0,033;0,676
"desconsiderar";0,48;0,211;0,079;0;0,016
"denotar";0,188;0,002;0,205;0,497;0,635
"custodiar";0,054;0;0,006;0,021;0,056
"contorno";0,991;0,926;0,004;0,557;0,02
"contestado";0,48;0,215;0;0,021;0,629
"conformacao";0,054;0,061;0,008;0,079;0,336
"concurso";0;0,237;0,505;0,025;0,719
"cogitar";0,06;0,586;0;0,972;0,067
"cliente";0;0,262;0,009;0,028;0,006
"chamamento";0,315;0,331;0,153;0,868;0,002
"barreira";0,86;0,342;0,137;0,053;0,259
"avanco";0,054;0,215;0,006;0;0,004
"assuncao";0,209;0,237;0,095;0,254;0
"aposentado";0,005;0,696;0,011;0,033;0,013
"amapa";0,156;0,169;0,043;0,62;0
"alimento";0,693;0,092;0,013;0;0,038
"aguardar";0,06;0,069;0,007;0,03;0
"absorver";0,188;0,063;0;0,079;0,004
"vontade";0,473;0;0,286;0,29;0,025
"tratativas";0,354;0,391;0,02;0;0,014
"superveniencia";0,936;0,076;0,036;0,941;0,001
"subsistencia";0,991;0,069;0,869;0,025;0
"subnacionais";0,936;0,262;0,036;0;0,025
"sistemico";0,991;0,237;0,869;0,254;0,037
"separacao";0,632;0,696;0,137;0;0,259
"representatividade";0,473;0,403;0,58;0,028;0,202
"reportar";0,002;0,926;0,007;0,557;0,535
"renovacao";0,232;0,076;0,036;0,028;0
"proveniente";0,632;0,022;0,044;0,053;0,259
"proguaru";0;0,092;0,013;0,038;0,311
"progressista";0,618;0,112;0,02;0,05;0
"ponderacao";0,232;0,005;0,009;0,522;0,44
"planejar";0,06;0;0,007;0,604;0,005
"percentual";0;0,237;0,007;0,03;0,005
"penitenciario";0,067;0;0,009;0,028;0,025
"panorama";0,209;0,586;0,007;0,09;0
"ocupado";0,022;0,092;0,164;0,038;0,007
"obra";0,991;0,465;0,242;0,254;0,109
"miocardite";0,067;0,076;0,009;0;0,006
"ministerial";0,209;0,001;0,869;0,557;0,395
"maria";0,612;0;0,065;0,121;0,604
"julgador";0,067;0,136;0,114;0,028;0
"intimem";0,232;0,076;0,009;0,29;0
"infringente";0,209;0,069;0,03;0,025;0
"inequivoco";0,209;0,171;0,242;0,557;0,109
"inaugurar";0,232;0,854;0,036;0,228;0,076
"gustavo";0,032;0,957;0,5;0,734;0,439
"gasto";0,013;0,045;0,007;0,104;0,02
"francisco";0,101;0,899;0,265;0,05;0,042
"figura";0,257;0,105;0,665;0,33;0,351
"fernando";0,112;0,469;0,024;0,473;0,024
"fazenda";0,217;0,237;0,095;0,557;0,037
"esteira";0,693;0,32;0,758;0,757;0,27
"eleito";0,526;0,237;0,007;0,09;0
"dpu";0;0,32;0,053;0,038;0,123
"discurso";0,232;0,262;0,969;0,941;0,076
"desconstituir";0,067;0,076;0;0,028;0,216
"cunho";0,06;0;0,242;0,09;0,067
"convocar";0;0,032;0,009;0,028;0,025
"convir";0,526;0,069;0,019;0,604;0,395
"converter";0,693;0,703;0,758;0,038;0,031
"contribuinte";0;0,759;0,013;0,038;0,038
"contaminacao";0,067;0,076;0,009;0;0,006
"comentar";0,526;0,001;0,03;0,557;0,535
"combinar";0,257;0,696;0,006;0,033;0,676
"carencia";0,082;0,092;0,438;0,773;0,031
"assinatura";0,001;0,262;0,009;0,004;0,082
"anunciar";0,632;0,289;0,044;0;0,031
"albergar";0,067;0,262;0,114;0,104;0
"adicional";0,022;0,092;0,013;0;0,038
"aceitar";0,002;0,237;0,869;0,284;0,02
