"";"classe 1";"classe 2";"classe 3";"classe 4"
"secundar";0;0,011;0,264;0,003
"reprodutivo";0,002;0;0,103;0
"remanescente";0,257;0,887;0,66;0,136
"presidio";0,121;0;0,086;0
"preparacao";0,447;0,111;0,196;0,904
"prefeitura";0,311;0,465;0,915;0,785
"perseguir";0,257;0,093;0,28;0,001
"patente";0,927;0,693;0,248;0,226
"oficio";0,003;0,019;0;0,002
"midia";0,361;0,083;0,132;0
"literalidade";0,192;0;0,076;0,001
"interposicao";0;0,787;0,081;0
"insistir";0,003;0;0,071;0,955
"impossivel";0,103;0;0,889;0,031
"ilimitado";0,034;0;0,591;0,001
"http";0,02;0,237;0,299;0
"ganhar";0,005;0,532;0,28;0,007
"galuppo";0;0,104;0,483;0,136
"extenso";0,847;0,378;0,063;0,955
"esvaziamento";0,554;0,56;0,56;0,749
"estatuir";0,001;0;0,187;0,063
"empresarial";0,005;0,093;0,66;0
"crueldade";0,012;0,001;0,076;0
"cruel";0,01;0;0,071;0
"contato";0,041;0;0,081;0
"cobranca";0,017;0,1;0,821;0,671
"cessar";0,003;0,606;0,56;0,052
"brilhante";0;0,255;0,076;0,009
"barreira";0,074;0,019;0,071;0
"barramento";0,001;0;0,076;0
"artistico";0,001;0,001;0,071;0
"alice";0,173;0,075;0,442;0,307
"afinidade";0,012;0;0,076;0,009
"adiantar";0;0,693;0,076;0,001
"accountability";0,034;0,693;0;0,003
"vertical";0,098;0;0,11;0,001
"surgimento";0,012;0,693;0,934;0,006
"signatario";0,087;0,009;0,076;0
"rt";0,069;0,063;0,318;0
"repelir";0,069;0,287;0,097;0
"relevo";0,192;0,003;0,483;0,025
"reembolsavel";0,005;0;0;0,384
"racismo";0,058;0,006;0,091;0
"quota";0,121;0;0;0
"proprietario";0,058;0,429;0,091;0
"potencialidade";0,002;0,001;0,076;0,111
"porta";0,069;0,144;0,097;0
"oxford";0,168;0,012;0,94;0
"or";0,079;0,104;0,483;0,654
"ocultacao";0,012;0,003;0;0,003
"materialidade";0,004;0;0,081;0,001
"lucia";0,328;0,514;0,24;0,327
"latino";0,001;0,001;0,081;0
"largo";0,121;0,001;0,28;0,201
"intinar";0;0,06;0,591;0,001
"intervir";0,257;0,887;0,086;0,022
"infralegal";0,192;0,143;0,591;0,952
"imune";0,619;0,275;0,248;0,952
"impressao";0,361;0,983;0,439;0,186
"homicidiar";0,001;0,131;0,076;0
"fusao";0,142;0;0,091;0,001
"fundamentalidade";0,473;0,066;0,248;0,063
"frustrar";0,418;0,006;0,625;0,077
"floresta";0,006;0;0,091;0
"exportacao";0,001;0;0,086;0
"expansao";0,003;0,024;0,934;0
"eua";0,001;0;0,264;0
"especialista";0,003;0,693;0,248;0
"esgotamento";0,213;0,011;0,081;0,012
"esclarecido";0;0,019;0,697;0,115
"epidemia";0,192;0;0,076;0
"deficiente";0,004;0,004;0,081;0,177
"culminar";0,003;0;0,248;0,747
"coordenar";0,001;0,517;0,264;0
"concentrar";0,012;0,982;0,052;0,226
"comercializacao";0,003;0,001;0,076;0
"coletar";0,029;0,001;0;0,168
"circunscricao";0,156;0;0,183;0,005
"cambridge";0,023;0,001;0,141;0
"cabeca";0,082;0,345;0,695;0,018
"burocratico";0,006;0,237;0,091;0
"aparelho";0,003;0,024;0,076;0
"aliquota";0,013;0,16;0,081;0,857
"alberto";0,078;0,186;0,347;0,374
"agricultor";0,049;0,001;0,66;0
"acentuado";0,512;0,703;0,091;0,975
"abstracao";0;0,009;0,076;0
"sugestao";0,905;0,031;0,28;0,094
"substantivo";0,014;0,011;0,081;0
"sobreposicao";0,817;0,05;0,091;0,004
"sentimento";0,014;0;0,264;0
"senatorial";0,001;0;0,081;0
"semestre";0;0,002;0,091;0,24
"saudar";0;0,324;0,411;0,052
"san";0,001;0,001;0,086;0
"rule";0,023;0,023;0,224;0
"revolucao";0,007;0,001;0,15;0
"repudiar";0,014;0,011;0,081;0
"remocao";0,195;0;0,141;0,028
"rejeito";0;0;0,28;0
"reedicao";0,766;0;0,086;0,001
"recadastramento";0,239;0,687;0,53;0,055
"raro";0,004;0,305;0,264;0
"rapido";0,039;0,004;0,264;0,082
"primazia";0,041;0;0,625;0,077
"presumir";0,029;0;0,103;0,336
"prescrito";0,418;0,915;0,625;0,337
"predominancia";0,049;0;0,086;0,014
"perseguicao";0,001;0,001;0,264;0
"pc";0,936;0,007;0;0,001
"participativo";0,017;0,014;0,28;0
"on";0,006;0,001;0,468;0
"notorio";0,002;0,014;0,086;0,483
"neutralizar";0,039;0,075;0,081;0,337
"monteiro";0;0,066;0,161;0,044
"misterio";0,001;0,001;0;0,337
"miguel";0,661;0,021;0,161;0,005
"magnitude";0,69;0,388;0,081;0,569
"magistratura";0,017;0;0,086;0,094
"locomocao";0,008;0,968;0,161;0,001
"lixo";0,142;0;0;0,664
"literatura";0,005;0,005;0,28;0
"laicidade";0,001;0;0,086;0
"isolamento";0,017;0;0,086;0
"interessante";0,058;0,019;0,299;0
"insuficiencia";0;0,006;0,299;0,711
"insercao";0,014;0,215;0,889;0,337
"infringente";0;0;0,091;0,001
"indicativo";0,266;0,007;0,867;0,11
"indeterminado";0,213;0,915;0,081;0,835
"idencia";0;0,029;0,347;0,046
"hesse";0,004;0,004;0,264;0
"gov";0,004;0;0,124;0
"feriado";0,604;0,002;0,132;0,006
"feminicidios";0,002;0,008;0,097;0
"fabricacao";0,001;0;0,081;0
"exigivel";0,091;0,038;0,134;0,144
"exclusividade";0,002;0;0,103;0,586
"exaustivo";0,213;0,16;0,264;0,337
"especializado";0,536;0,019;0,091;0
"erradicar";0,014;0;0,264;0
"doloso";0,001;0;0,086;0,378
"dirigente";0,001;0;0,264;0,55
"desvirtuamento";0,257;0,363;0;0,014
"definidor";0,001;0;0,081;0,569
"custear";0,164;0,009;0,439;0
"cr";0,013;0;0,117;0,765
"contaminado";0,001;0,014;0,28;0
"coligacao";0,867;0;0,141;0,002
"casar";0,13;0,784;0,171;0,01
"caro";0,13;0,49;0,171;0,117
"assassinato";0,004;0;0,081;0
"arbitrario";0,041;0,628;0,081;0,012
"aproveitar";0,17;0,532;0,66;0,094
"acumular";0,049;0,093;0,086;0
"xxiv";0,02;0;0,091;0,439
"unir";0,063;0,023;0,224;0,182
"uniforme";0,069;0,287;0,003;0,328
"unanimar";0,009;0,532;0,28;0,014
"transmitir";0,121;0,039;0,66;0
"time";0,006;0,001;0,141;0
"substituto";0,604;0;0,097;0,021
"subsidiario";0,005;0,703;0,362;0
"severo";0,002;0,002;0,097;0
"set";0,074;0,001;0,983;0
"seopi";0,003;0,018;0,117;0
"rodoviario";0,006;0,128;0,468;0,135
"remessa";0,474;0,163;0,28;0,928
"relicitacao";0,536;0;0,091;0
"reino";0,002;0,006;0,091;0
"reeleger";0,017;0;0,086;0
"recordar";0,121;0,887;0,086;0,007
"professar";0,001;0;0,086;0
"produtor";0,011;0,004;0,361;0
"presidencialista";0,002;0;0,339;0,027
"pinto";0,267;0,215;0,171;0,284
"perpetrar";0,058;0,05;0,299;0
"participante";0,392;0,031;0,103;0
"morrer";0,009;0,001;0,103;0
"mitigar";0,766;0,599;0,842;0,483
"macular";0,339;0,532;0,66;0,201
"legiferante";0,001;0;0,086;0,014
"justicar";0,002;0;0,091;0
"jul";0,845;0;0,385;0
"james";0,013;0,01;0,049;0
"informacional";0,082;0;0,778;0
"indicio";0,195;0,079;0,103;0
"incs";0,846;0,703;0,299;0,664
"imperioso";0,257;0,532;0,401;0,928
"imovel";0,227;0,063;0,002;0,26
"häberle";0,008;0,005;0,161;0
"galvao";0;0,001;0,086;0,014
"fungibilidade";0;0;0,091;0
"fluminense";0,029;0,031;0;0,001
"flora";0,001;0;0,086;0
"figueiredo";0,063;0,305;0,321;0,187
"extradicao";0;0,024;0,097;0,002
"di";0,007;0,287;0,097;0
"desobediencia";0,038;0,086;0,097;0,007
"desacordo";0,967;0,645;0,004;0,022
"costumar";0,02;0,237;0,794;0,001
"condicional";0,002;0;0,097;0,802
"concedente";0,13;0,835;0;0,056
"colegiada";0,28;0,992;0,091;0,975
"cns";0;0;0,117;0,004
"circunscrever";0,003;0,287;0,736;0,139
"ceb";0;0,001;0,535;0,003
"cadeira";0,058;0;0,091;0,017
"atentatorio";0,02;0,703;0,299;0,014
"anunciar";0,392;0,01;0,778;0
"andre_brandao_henriques_maimoni";0,024;0,687;0,53;0,182
"alienacao";0,226;0,187;0,318;0,059
"albergar";0,049;0,363;0,28;0,001
"vecchiatti";0,024;0,687;0,53;0,182
"trago";0,005;0,006;0,697;0,664
"traducao";0,035;0,014;0,361;0
"toxicologico";0,002;0;0,091;0
"tarifa";0,074;0;0,411;0,013
"supor";0,069;0,012;0,099;0,059
"sucessao";0,069;0;0,318;0,007
"segov";0,02;0;0;0
"safra";0,419;0,001;0;0,05
"rinha";0,299;0,001;0,11;0,001
"recorde";0,006;0,012;0,141;0
"prudenciar";0,025;0,012;0,736;0,802
"prisma";0,069;0,187;0,736;0,57
"prejudicial";0,053;0,002;0,299;0,041
"pluralista";0,069;0,008;0,097;0
"ofendido";0,025;0,086;0,318;0,328
"neutro";0,002;0,006;0,091;0
"neri";0;0,04;0,11;0,001
"natal";0,007;0,008;0,097;0
"mouro";0;0,084;0,224;0,144
"monitorar";0,536;0;0,091;0
"mar";0,003;0,004;0,361;0
"manoel";0,188;0,567;0,657;0,352
"leonardo";0,948;0,183;0,209;0,027
"irmao";0,008;0,017;0,161;0,371
"iotti";0,079;0,798;0,483;0,136
"incolumidade";0,002;0,05;0,091;0
"igualitario";0,02;0,019;0;0,041
"hierarquico";0,007;0,504;0,318;0
"gabriel";0,116;0,189;0,375;0,68
"freire";0,256;0,761;0,321;0,045
"florianopolis";0,253;0,86;0,141;0,723
"extrapenais";0,817;0;0,299;0
"etica";0,002;0,138;0,339;0,05
"estagiar";0,817;0,237;0,697;0,215
"equiparar";0,007;0,086;0,745;0,57
"eletrico";0;0,01;0,183;0,784
"discriminar";0,98;0,345;0,695;0,48
"dictum";0;0,899;0,097;0,007
"destituir";0,142;0;0,299;0,115
"depositar";0,016;0,065;0,543;0
"delegado";0,029;0,002;0,103;0,899
"delegacia";0,009;0,031;0,695;0
"cronograma";0,842;0,004;0;0,035
"coordenado";0,002;0,063;0,736;0
"consecucao";0,02;0,116;0,004;0,041
"congressual";0,536;0,121;0,794;0,24
"coacao";0,002;0,345;0,103;0
"clt";0,003;0,001;0,11;0
"centralidade";0,002;0,02;0,299;0,215
"calado";0,005;0,104;0,483;0,602
"caixa";0,009;0;0;0,336
"atrair";0,005;0,116;0,697;0,439
"articulado";0,001;0;0,697;0,403
"arrastamento";0,178;0,059;0,778;0,002
"arguir";0;0,116;0,794;0,017
"arcar";0,559;0,171;0,87;0,062
"aprender";0,082;0,003;0,103;0
"antecedente";0,178;0,787;0,103;0,586
"an";0,013;0,036;0,613;0
"altura";0,029;0,01;0,339;0
"alinhar";0,846;0,703;0,362;0,439
"aceitacao";0,142;0,703;0,091;0,041
"variado";0,009;0,177;0,339;0
"unido";0,011;0,04;0,11;0
"tucionalidade";0;0,001;0,082;0,001
"transcorrer";0,038;0,187;0,097;0,021
"tipificar";0,016;0,465;0,124;0,013
"suspeita";0,361;0,392;0,132;0,007
"subvinculacao";0,069;0,144;0;0
"sobrevir";0;0,589;0,339;0,001
"semelhanca";0,931;0,086;0,318;0,284
"satisfeito";0,001;0,001;0,097;0,165
"salutar";0,043;0,158;0,385;0,317
"rg";0;0,287;0,745;0
"retratar";0,012;0,504;0,097;0,509
"retomada";0,341;0,002;0;0,328
"restante";0,025;0,899;0;0,509
"represamento";0,002;0;0,339;0
"reportagem";0,007;0,001;0,745;0
"proclamacao";0,887;0,676;0,361;0,999
"paginar";0,001;0,144;0,097;0,509
"organizacional";0,002;0;0,736;0,284
"objecao";0,166;0,008;0,097;0
"mistura";0,007;0,024;0,097;0
"mercadoria";0,028;0,007;0,24;0
"mata";0,003;0;0,11;0
"manejar";0;0,063;0,097;0,007
"leilao";0;0,001;0,339;0,772
"invadir";0,025;0,004;0,318;0,802
"intervalo";0,029;0,893;0,103;0,001
"interrupcao";0,041;0,028;0,297;0
"infectado";0,002;0;0,103;0
"inepcia";0;0,001;0,318;0,007
"indagacao";0,604;0,086;0,318;0,509
"inafastavel";0,025;0,187;0,318;0,165
"imprimir";0,026;0,5;0,103;0,072
"impossibilitar";0,051;0,763;0,915;0,109
"iguacu";0;0,135;0,15;0,035
"foz";0;0,135;0,15;0,01
"foto";0,006;0,039;0,141;0
"formato";0,604;0,024;0;0,059
"flavio";0,806;0,301;0,24;0,119
"filiar";0,749;0,016;0,468;0,082
"fazenda";0,698;0,578;0,042;0,292
"evidence";0,239;0,146;0,53;0,003
"estreito";0,604;0,899;0,097;0,165
"estado_de_coisas_inconstitucional";0;0,002;0,097;0,509
"estadao";0,015;0,003;0,657;0
"escasso";0,449;0,996;0,001;0,203
"el";0,231;0,051;0,15;0
"egregio";0;0,144;0,318;0
"droga";0,679;0,102;0,321;0,007
"ditadura";0,002;0,024;0,318;0
"diferenciacao";0,002;0,187;0,021;0,874
"dietetico";0,004;0;0,124;0
"devolver";0,239;0,88;0,594;0,11
"desincumbir";0,365;0,002;0,103;0,002
"deontologico";0,002;0;0,097;0,059
"decisivo";0,436;0,787;0,318;0,874
"contencao";0,082;0,059;0,103;0,48
"consentaneo";0,166;0;0,736;0,002
"conselho_nacional_do_ministerio_publico";0;0,787;0,103;0,002
"competicao";0,025;0,024;0,097;0
"colheita";0,604;0,187;0,097;0,874
"cit";0,007;0;0,097;0,802
"chico";0,011;0,1;0,11;0
"centena";0,003;0,024;0,323;0,284
"censitario";0,014;0,92;0,224;0,144
"celere";0,341;0,004;0,097;0,284
"california";0,003;0;0,11;0
"cabo";0,392;0,787;0,695;0,772
"aproveitamento";0,729;0,899;0,736;0,802
"aprimoramento";0,449;0,996;0;0,089
"apelo";0,841;0,912;0,613;0,813
"andrade";0,201;0,002;0,183;0,005
"acessorio";0,029;0,893;0,082;0,261
"vazio";0,009;0;0,339;0,586
"tutela_provisoria";0;0;0;0,004
"transgeneros";0,082;0;0,103;0
"transcender";0;0,003;0,103;0,772
"tjmt";0;0,014;0,11;0,001
"tesouro";0,003;0,014;0;0,003
"tavares";0,449;0,218;0,11;0,003
"states";0,015;0,048;0,196;0
"reu";0,195;0;0,103;0,027
"restabelecimento";0,568;0,611;0,284;0,687
"punicao";0,002;0,022;0,103;0,123
"problematico";0,082;0,345;0,339;0,001
"prenome";0,019;0;0,132;0
"perplexidade";0,663;0,677;0,157;0,973
"paulista";0,028;0,208;0,501;0,23
"pa";0;0,031;0,103;0,001
"ouvido";0,513;0,321;0,867;0,765
"onu";0,003;0;0,117;0
"oculto";0,013;0,7;0,613;0,023
"objetividade";0,082;0,002;0,778;0,168
"nepotismo";0,015;0;0,196;0,518
"mover";0,228;0,218;0,067;0,202
"mister";0,759;0,098;0,361;0,396
"ministerio_publico_federal";0;0,218;0,821;0,003
"metodologico";0,228;0,412;0;0,203
"medo";0,01;0,215;0,171;0
"manto";0,013;0,158;0,001;0,244
"inves";0,449;0,04;0,821;0,003
"invasao";0,793;0,321;0,117;0,765
"intelectual";0,009;0,003;0,103;0
"infeccao";0,003;0;0,117;0
"inerciar";0,029;0,002;0,778;0,336
"impregnar";0,011;0,676;0,11;0,003
"hospitalar";0,003;0;0,594;0
"hectare";0,016;0;0,124;0
"genitor";0,009;0;0,103;0
"fortalecer";0,082;0,345;0,339;0,001
"figurar";0,584;0,324;0,915;0,109
"extemporaneo";0;0;0,11;0,001
"excetuar";0,023;0;0,141;0,028
"estavel";0,266;0,125;0,117;0
"entrevista";0,035;0,014;0,361;0
"duplicidade";0,041;0,449;0;0,004
"discordar";0,793;0,158;0,117;0,464
"diniz";0,763;0,208;0,587;0,178
"digital";0,613;0,023;0,224;0
"detento";0,01;0,002;0,171;0
"detalhar";0,082;0,177;0;0,48
"desejavel";0,001;0,065;0,411;0,541
"desarmamento";0,513;0,051;0,117;0
"democracy";0,008;0,001;0,161;0
"delicado";0,035;0,676;0,361;0,033
"deflagrar";0,365;0,589;0,695;0,586
"curto";0,678;0,28;0,103;0,772
"cruz";0,205;0,235;0,224;0,438
"convivencia";0,029;0,001;0,103;0
"contingencia";0,098;0,014;0,067;0,003
"contestar";0,178;0,007;0,103;0,002
"contagem";0,001;0,412;0,11;0,203
"condicionamento";0,139;0,899;0,915;0,109
"comutar";0,003;0;0,11;0,003
"coar";0,524;0,004;0,209;0
"classificar";0,117;0,005;0,385;0
"cientista";0,002;0;0,103;0
"certame";0,266;0;0,117;0,014
"bastos";0,524;0,44;0,209;0,559
"aula";0,842;0,001;0,15;0
"anulado";0,195;0;0,339;0,027
"anomalo";0,678;0;0,339;0,002
"vulnerar";0,555;0,218;0,361;0,202
"voz";0,098;0;0,11;0,203
"vieira";0,044;0,142;0,196;0,685
"treinamento";0,117;0,125;0,117;0
"sintetizar";0,299;0,676;0,645;0,089
"saneamento";0,195;0,039;0;0,302
"sanches";0;0,04;0,821;0,003
"salvar";0,936;0,023;0,124;0,001
"rosa";0;0,243;0,141;0,201
"rev";0,011;0,1;0,11;0
"respeitoso";0,001;0,014;0,11;0,67
"reiteracao";0;0,784;0,171;0,004
"regulamentador";0;0,338;0,685;0,006
"recuperar";0,311;0,023;0,915;0,001
"rechacar";0,299;0,039;0,11;0,034
"quebra";0,09;0,086;0,15;0,466
"privilegio";0,013;0,49;0,117;0
"primado";0,003;0,407;0,001;0,999
"prestigiado";0,017;0,684;0,11;0,396
"portugal";0,228;0;0,11;0
"planeta";0,004;0;0,124;0
"pinheiro";0,273;0,002;0,224;0,144
"peter";0,007;0,016;0,15;0
"pertencente";0,188;0,142;0;0,685
"ocupado";0,013;0;0,117;0,244
"oab";0,044;0,655;0,657;0,241
"nelson";0,011;0,005;0,117;0,151
"naturalizacao";0,003;0;0,11;0
"mendonca";0,079;0,333;0,321;0,958
"lgbt";0,932;0,005;0,756;0,003
"lavrar";0,072;0,016;0,15;0,094
"lastro";0,103;0,532;0,442;0,008
"jun";0,01;0,028;0,171;0
"intensidade";0,004;0,065;0,411;0
"institucionalizacao";0,098;0,218;0,11;0
"inocular";0,003;0;0,117;0
"indisponivel";0,759;0,412;0,361;0,089
"inadequado";0,005;0,412;0,361;0,203
"imprescindibilidade";0,449;0,412;0,361;0,033
"homologar";0,604;0,083;0,439;0,076
"hans";0,019;0,196;0,132;0
"fracao";0,845;0,321;0,218;0,11
"finar";0,098;0,098;0;0,011
"far";0,034;0;0,161;0,003
"excelente";0,005;0,563;0,15;0,245
"esgotar";0,472;0,266;0,385;0,317
"entorpecente";0,15;0,427;0,442;0,307
"determinante";0,098;0,013;0,251;0,089
"dem";0;0,215;0,171;0,157
"declinar";0,393;0,763;0,186;0,052
"court";0,034;0,667;0,161;0,001
"consideravel";0,764;0,3;0,501;0,23
"completar";0,006;0,023;0,411;0,785
"cerne";0,036;0,321;0,385;0,014
"bolsonaro";0,013;0,125;0,867;0
"bloqueio";0,361;0,983;0,493;0,676
"autorizatario";0,188;0,104;0,483;0,001
"atualidade";0,266;0,158;0,117;0,57
"atento";0,513;0,321;0,867;0,765
"atentado";0,004;0,157;0,124;0
"agendamento";0,011;0;0,11;0
"afeto";0,007;0,03;0,15;0,23
"adin";0;0,007;0,24;0,013
"abrupto";0,043;0,005;0,008;0,002
"xxxviii";0,013;0,024;0,117;0,317
"vespera";0,301;0,761;0,908;0,461
"ulterior";0,003;0,266;0,117;0,464
"transitorio";0,311;0;0,124;0,017
"robert";0,007;0,004;0,15;0
"redigir";0,048;0,171;0,344;0,297
"recolher";0,499;0,126;0,756;0,043
"reclusao";0,004;0;0,124;0,017
"reavaliacao";0,361;0,002;0,965;0
"queixa";0,062;0;0,132;0,165
"proximidade";0,142;0,11;0,24;0,327
"plebiscito";0,013;0;0,183;0,005
"periodicidade";0,004;0,112;0;0,001
"perdido";0,016;0,112;0,543;0,785
"paula";0,955;0,605;0,277;0,847
"omissivo";0,001;0;0,411;0,247
"notificar";0,005;0,008;0,132;0,384
"movel";0,156;0,036;0,183;0
"mototaxista";0,188;0,493;0,483;0,017
"monocraticamente";0;0,018;0,385;0,004
"mente";0,141;0,196;0,965;0,973
"medicina";0,019;0,002;0,132;0
"mdb";0;0,333;0,321;0,035
"matriz";0,013;0,005;0,594;0
"marques";0,828;0,768;0,258;0,547
"lv";0,043;0;0,117;0,004
"lunardi";0,017;0,569;0,375;0,263
"kelsen";0,006;0,106;0,141;0
"injustificavel";0,499;0,005;0,224;0,003
"indiciar";0,023;0;0,141;0,201
"imunizante";0,003;0;0,117;0
"impureza";0,008;0,001;0,161;0
"imento";0;0,003;0,468;0,002
"governanca";0,043;0,005;0,001;0,006
"fundar";0,513;0,568;0,117;0,317
"fugir";0,393;0,899;0,543;0,292
"exoneracao";0,016;0;0,124;0,001
"excludente";0,003;0;0,117;0,004
"estruturacao";0,051;0,246;0,124;0,109
"empreender";0,051;0,465;0,124;0,041
"embasadores";0,013;0;0;0,001
"drastico";0,006;0,004;0,983;0,723
"douto";0,004;0,369;0,132;0,006
"dispendio";0,023;0,243;0;0,028
"diagnosticar";0,016;0,002;0,915;0
"desvirtuar";0,007;0,008;0,017;0,102
"deslinde";0;0,196;0,132;0,006
"dependente";0,004;0,112;0,543;0,474
"crescimento";0,005;0,009;0,493;0
"correlacao";0,361;0,03;0,965;0,002
"convalidar";0,102;0,024;0,117;0,004
"controvertido";0,001;0,787;0,117;0,042
"contran";0,499;0,235;0,224;0,182
"congenere";0,117;0,49;0;0,11
"concretude";0,472;0,158;0,867;0,042
"compreensivel";0,051;0,899;0,915;0,041
"compensar";0,051;0,157;0;0,474
"colombia";0,003;0,125;0,117;0
"cesar";0,004;0,253;0,298;0,366
"carro";0,524;0,004;0,209;0
"carecer";0,013;0,787;0,218;0,062
"azevedo";0,078;0,139;0,347;0
"arranjo";0,311;0,246;0,124;0,474
"animus";0,003;0,005;0,117;0
"aditivo";0,845;0,007;0,867;0,014
"vulnerabilidade";0,361;0,009;0,965;0
"viajante";0,005;0,002;0,132;0
"viagem";0,074;0,001;0,141;0
"vacatio";0;0,392;0,132;0,001
"tributo";0,663;0,392;0,032;0,973
"theory";0,028;0,007;0,24;0
"siop";0,005;0;0;0,006
"simplificar";0,019;0,983;0,132;0,002
"simbolico";0,361;0,076;0,132;0,973
"senso";0,006;0,012;0,468;0
"selecionar";0,485;0,905;0,501;0,23
"saes";0,207;0,016;0,298;0
"romano";0,008;0,021;0,161;0
"retificar";0,936;0,002;0,186;0,013
"redor";0,004;0;0,124;0
"ratificacao";0,004;0,983;0,439;0,022
"prevalecente";0,393;0,465;0,411;0,292
"preponderancia";0,004;0,763;0,915;0,013
"poluicao";0,005;0;0,132;0
"pior";0,139;0,043;0,124;0,785
"pb";0;0,005;0,224;0,01
"operador";0,051;0,023;0,411;0
"olho";0,361;0,677;0,132;0,026
"normatizacao";0,019;0,027;0,032;0,165
"moldura";0,016;0,465;0,411;0,041
"minucioso";0,393;0,023;0,186;0,474
"lavra";0,001;0,578;0,915;0,017
"insculpir";0,663;0,002;0,132;0,066
"inerte";0,019;0,369;0,132;0,026
"incumbencia";0,016;0,324;0,915;0,001
"ilmar";0;0,007;0,124;0,001
"hamilton";0,004;0,578;0,124;0
"guarir";0,051;0,324;0,411;0,001
"franquear";0,361;0,181;0,493;0,348
"ferraz";0,051;0,076;0,298;0
"feliz";0,028;0,905;0,15;0,002
"fabricante";0,013;0,01;0,183;0
"estruturado";0,051;0,899;0,411;0,013
"essencialidade";0,016;0;0,411;0,134
"espectro";0,311;0,014;0,411;0,292
"erigir";0,311;0,324;0,124;0,003
"endereco";0,749;0,106;0,983;0,05
"desinformacao";0,007;0,051;0,15;0
"descabimento";0;0,065;0,124;0,005
"desapreco";0,004;0;0,124;0,017
"desafiar";0,512;0,243;0,468;0,302
"denunciacao";0,016;0,002;0,124;0
"decretacao";0,936;0,004;0,543;0,001
"corrida";0,004;0,007;0,124;0
"consentimento";0,016;0;0,124;0
"confusao";0,361;0,983;0,132;0,076
"confrontar";0,024;0,065;0,124;0,474
"colegio";0,267;0,028;0,573;0,117
"colapso";0,004;0;0,124;0
"cobrir";0,004;0,065;0,411;0
"coadunar";0,967;0,645;0,032;0,066
"civel";0,967;0,181;0,493;0,066
"calunioso";0,016;0,002;0,124;0
"arrefecimento";0,936;0;0,124;0
"antidemocratico";0,004;0,112;0,124;0,041
"almejado";0,006;0,472;0,13;0,016
"abordagem";0,164;0,369;0,132;0,186
"abboud";0,006;0;0,141;0,082
"vocacao";0,663;0,181;0,965;0,348
"victor";0,811;0,186;0,347;0,579
"velho";0,062;0,009;0,132;0
"turismo";0,019;0;0,157;0
"triciclo";0,051;0,016;0,298;0
"tre";0,026;0,78;0,209;0,298
"traicao";0,005;0,002;0,132;0
"tolerar";0,006;0,012;0,141;0
"suscetivel";0,164;0,645;0,439;0,186
"superficie";0,005;0;0,132;0
"substrato";0,663;0,369;0,132;0,676
"sindical";0,014;0,005;0,224;0,182
"sinasc";0,007;0,001;0,15;0
"sinal";0,074;0,003;0,141;0
"rotulagem";0,007;0,001;0,15;0
"regulation";0,096;0,04;0,375;0
"regente";0,062;0,392;0,439;0,002
"reacao";0,005;0,196;0,157;0,002
"provocacao";0,019;0,008;0,965;0,627
"preparatorio";0,005;0,002;0,439;0,973
"precipuamente";0,164;0;0,439;0,006
"poluente";0,05;0,002;0,183;0
"political";0,524;0,017;0,704;0,001
"perpetuar";0,019;0,009;0,439;0
"perguntar";0,419;0,049;0,141;0,723
"pags";0,141;0,392;0,004;0,022
"optico";0,867;0,532;0,141;0,914
"mtps";0,108;0,001;0,161;0
"minuto";0,485;0,135;0,15;0,002
"manaus";0,485;0,135;0,15;0,002
"lograr";0,967;0,181;0,439;0,348
"liturgia";0,195;0,001;0,468;0
"literal";0,361;0;0,493;0,001
"lgbtqia";0,419;0,012;0,141;0
"lapso";0,09;0;0,501;0,035
"institucionalizar";0,062;0,009;0;0,676
"inq";0;0,563;0,15;0,002
"inibir";0,967;0,983;0,132;0,384
"ingles";0,008;0,021;0,535;0
"informe";0,005;0;0,439;0
"indultar";0,019;0;0,132;0,066
"incremento";0,074;0,039;0,003;0,05
"incompleto";0,512;0,243;0;0,028
"incitacao";0,019;0,392;0,132;0
"icao";0,604;0,677;0;0,006
"homossexual";0,019;0;0,132;0
"harvard";0,023;0,001;0,141;0
"greve";0,727;0,048;0,196;0,012
"gm";0,424;0,001;0,15;0
"explicacao";0,09;0,424;0,393;0,798
"exito";0,842;0,563;0,017;0,49
"excessivo";0,361;0,083;0,439;0,002
"exaurir";0,034;0,532;0,983;0,008
"estudar";0,062;0,983;0,132;0,007
"espanhol";0,253;0,472;0,141;0,569
"droit";0,005;0;0,132;0
"domestico";0,019;0,002;0,132;0
"distorcao";0,023;0,049;0,983;0,914
"discorrer";0,164;0,645;0,965;0,384
"detencao";0,006;0,786;0,468;0,001
"david";0,051;0,253;0,298;0
"crescente";0,006;0,039;0,13;0
"costume";0,023;0,003;0,468;0
"costeiro";0,007;0,001;0,15;0
"constitucionalizacao";0,019;0,196;0,493;0,002
"conselho_nacional_de_justica";0,231;0,734;0,501;0,23
"comungar";0,867;0,039;0,983;0,05
"computador";0,447;0,95;0,196;0,145
"complemento";0,102;0,085;0,811;0,938
"colaborador";0,144;0,048;0,657;0,352
"cni";0,092;0,009;0,258;0,071
"ceder";0,007;0,208;0,15;0,032
"cartorio";0,042;0,056;0,35;0,001
"caminhar";0,942;0,61;0,161;0,681
"autenticar";0,485;0,905;0,501;0,23
"atraso";0,663;0,002;0;0,676
"astrazeneca";0,008;0,001;0,161;0
"arquivar";0,512;0,001;0,141;0,002
"aportar";0,01;0,142;0,196;0,904
